,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
10,1,2011.0,3.0,762.0,Business Analytics,Analytics|Enterprise Software,"Sales, marketing",Redpoint Ventures|First Round Capital|PivotNorth Capital,34.0,0.0,0.0,1/1/2011,8/13/2013,16000000.0,United States,North America,0.0,0.0,2,1,8,50.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Both,0.0,Public,1.0,Both,0.0,Platform,Global,Non-Linear,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Online,B2B,2.0,3.0,1.0,3.0,Bachelors,18.0,Geology,0.0,1.0,None,500.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,14.5,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0.0,No,No,High,142907.0,1.0,1.0,0.0,4.0,2.0,4.0,25.0,16.0,Not Applicable,24.0,2.666666667,Trough,2 to 5,3.8461538460000004,0.0,26.92307692,0.0,3.8461538460000004,3.8461538460000004,7.692307692000001,0.0,3.8461538460000004,0.0,0.0,0.0,0.0,0.0,6.0
11,1,2010.0,4.0,140.0,Business Analytics,Analytics|Enterprise Software,operations,.406 Ventures|fidelity growth partners global|Fidelity Growth Partners Europe,31.0,3.0,0.0,1/1/2010,6/27/2012,6300000.0,United States,North America,0.0,1.0,0,1,7,50.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,Product,1.0,Private,0.0,Structured,0.0,Platform,Global,Non-Linear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Online,B2B,0.0,3.0,1.0,3.0,Masters,21.0, Visual Studies,1.0,1.0,Tier_1,500.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0.0,No,Yes,Low,1560315.0,0.0,0.0,0.0,3.0,2.0,0.0,16.6,6.3,Not Applicable,18.0,3.85,Plateau,0 to 2,27.27272727,0.0,18.18181818,0.0,9.090909091,0.0,36.36363636,9.090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,2010.0,4.0,115.0,Human insight at machine scale,Media|Finance|Marketing,"Marketing 
sales",Battery Ventures|In-Q-Tel|Jump Capital|SAP Ventures|Northwestern University,47.0,7.0,0.0,1/1/2010,9/10/2013,11500000.0,United States,North America,0.0,0.0,0,1,8,50.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,Product,1.0,Private,1.0,Structured,0.0,Cloud,Local,Non-Linear,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Online,B2B,2.0,3.0,1.0,2.0,Bachelors,18.0,Law,1.0,1.0,None,500.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,No,No,Low,172054.0,0.0,1.0,0.0,3.0,2.0,0.0,16.6,11.5,Not Applicable,12.0,6.0,Trigger,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1,2008.0,6.0,277.0,Analytics for the Music Industry,Music|Analytics,Technology,Foundry Group|SoftTech VC|Troy Henikoff|David Cohen|Alsop Louie Partners|David Cancel|IA Ventures|TechStars|Techstars,22.0,0.0,0.0,6/20/2008,1/3/2012,6500000.0,United States,North America,0.0,0.0,3,0,6,22.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,Product,0.0,Public,1.0,Both,1.0,Cloud,Global,Non-Linear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Online,B2B,2.0,2.0,1.0,1.0,Bachelors,18.0,"Learning and Organizational Change
Computer Science",1.0,1.0,Tier_1,500.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,20.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,No,No,Low,99081.0,1.0,1.0,1.0,3.0,2.0,0.0,4.4,6.5,Yes,14.0,7.333333333,Trigger,5 to 10,8.333333332999999,0.0,50.0,16.66666667,0.0,12.5,4.166666667,4.166666667,4.166666667,0.0,0.0,0.0,0.0,0.0,0.0
14,1,2010.0,4.0,242.0,Advanced predictive analytics,E-Commerce|Gaming|Analytics,"marketing, sales",Harvard Business School Angels|Tech Coast Angels,13.0,0.0,0.0,1/1/2010,11/11/2013,2800000.0,United States,North America,0.0,2.0,2,0,5,50.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Product,1.0,Public,1.0,Both,0.0,Platform,Local,Non-Linear,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Online,B2B,1.0,3.0,1.0,3.0,PhD,25.0,Communication,1.0,1.0,Tier_1,500.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,22.5,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,No,No,Low,713494.0,1.0,1.0,0.0,3.0,2.0,0.0,16.6,2.8,Not Applicable,48.0,48.0,Trigger,5 to 10,13.33333333,0.0,6.666666667,60.0,0.0,13.33333333,6.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,1,2008.0,6.0,533.0,Healthcare Data,Healthcare|Analytics,Data Management,Norwest Venture Partners|Sequoia Capital|Sorenson Capital|Kaiser Permanente Ventures|CHV Capital,129.0,8.0,1.0,1/1/2008,1/27/2014,41000000.0,United States,North America,0.0,0.0,2,0,8,200.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Both,0.0,Public,1.0,Both,0.0,Platform,Global,Non-Linear,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Online,B2B,2.0,3.0,1.0,2.0,Masters,21.0,Business management,1.0,1.0,Tier_1,500.0,3.0,0.0,1.0,0.0,1.0,9.0,1.0,21.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1.0,No,No,High,289041.0,1.0,1.0,0.0,3.0,2.0,0.0,40.0,41.0,Yes,38.0,8.0,Peak,2 to 5,11.11111111,5.555555556,5.555555556,0.0,11.11111111,11.11111111,27.77777778,0.0,11.11111111,5.555555556,0.0,0.0,5.555555556,5.555555556,5.0
16,1,2010.0,4.0,-81.0,Big Data Analytics,Analytics,Marketing,Hummer Winblad Venture Partners|US Venture Partners|Presidio Ventures|Mohr Davidow Ventures,23.0,0.0,0.0,1/1/2010,12/14/2012,3499999.0,United States,North America,0.0,3.0,1,0,7,50.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Product,1.0,Public,1.0,Both,0.0,Platform,Local,Non-Linear,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Online,B2B,1.0,3.0,1.0,3.0,Masters,21.0,Computer Science,1.0,1.0,Tier_1,417.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0.0,No,No,Low,1939943.0,1.0,1.0,0.0,3.0,2.0,0.0,16.6,3.499999,Not Applicable,3.0,11.06666667,Slope,2 to 5,8.333333332999999,0.0,58.33333333,0.0,0.0,0.0,25.0,0.0,0.0,8.333333332999999,0.0,0.0,0.0,0.0,2.0
17,1,2009.0,5.0,471.0,Marketing Intelligence Platform,Marketing,Marketing & Sales,Sequoia Capital|Giza Venture Capital|Adams Street Partners,52.0,-4.0,0.0,6/1/2009,10/17/2013,10000000.0,United States,North America,0.0,0.0,3,0,8,50.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Both,1.0,Both,1.0,Both,0.0,Platform,Global,Non-Linear,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,Online,B2B,2.0,3.0,1.0,2.0,Masters,21.0,Communication,1.0,1.0,Tier_2,500.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,4.5,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0.0,No,No,High,276491.0,1.0,1.0,0.0,4.0,3.0,0.0,12.5,10.0,Not Applicable,30.0,12.61666667,Trough,2 to 5,20.0,0.0,20.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,2002.0,12.0,47.0,water management solutions,Marketing,Solution providing,Firelake Capital Management|RockPort Capital Partners|Chrysalis Ventures|Monitor Ventures|Shea Ventures,46.0,2.0,1.0,1/1/2002,12/14/2012,750000.0,United States,North America,0.0,3.0,0,0,8,200.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,Both,0.0,Public,1.0,Both,0.0,Platform,local,Non-Linear,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Online,B2B,1.0,3.0,1.0,3.0,Masters,21.0,economics,1.0,1.0,Tier_1,500.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,18.5,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0,1.0,No,No,High,3341960.0,1.0,1.0,0.0,4.0,3.0,0.0,18.18,0.75,Yes,35.0,24.625,Trough,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
19,1,2010.0,4.0,60.0,In-Store Mobile Commerce,Advertising|Retail|Mobile,"Marketing 
sales",Innovation Endeavors|Metamorphic Ventures|Motorola Solutions Venture Capital|Christian Dahlen,5.0,0.0,0.0,4/1/2010,11/23/2012,749999.0,United States,North America,0.0,6.0,2,0,4,50.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Product,0.0,Private,1.0,Both,0.0,Cloud,Local,Non-Linear,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Online,B2B,1.0,3.0,0.0,1.0,Bachelors,18.0,Electrical Engineering,0.0,1.0,Tier_1,500.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1,0.0,No,No,High,2461569.0,0.0,1.0,0.0,4.0,3.0,4.0,16.6,0.749999,Not Applicable,20.0,5.455555556,Trigger,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
